Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,TopicID,LocationID,Y_lat,X_lon
2019,AK,Skagway,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Overall,T2,02230,59.560902403,-135.3326813
2019,AK,Southeast Fairbanks,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,290.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Overall,T2,02240,63.867730698,-143.2216055
2019,AK,Valdez-Cordova,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,273.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Overall,T2,02261,61.535209309,-144.3399175
2019,AK,Wrangell,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,265.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Overall,T2,02275,56.386247972,-131.7746929
2019,AK,Yakutat,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Overall,T2,02282,59.488147271,-138.6492854
2019,AK,Yukon-Koyukuk,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,273.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Overall,T2,02290,65.503126799,-151.4114639
2019,AK,Aleutians East,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Overall,T2,02013,55.442393334,-161.9599296
2019,AK,Aleutians West,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,121.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02016,53.648343064,-166.9175329
2019,AK,Anchorage,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,327.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02020,61.159144533,-149.1045591
2019,AK,Bethel,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,485.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02050,60.923647647,-159.7532618
2019,AK,Bristol Bay,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Overall,T2,02060,58.753495988,-156.694662
2019,AK,Denali,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,268.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02068,63.67881971,-149.9608012
2019,AK,Dillingham,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,518.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02070,59.803703891,-158.1813501
2019,AK,Fairbanks North Star,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,349.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02090,64.809319444,-146.5842931
2019,AK,Haines,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,326.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02100,59.141478853,-135.5151943
2019,AK,Hoonah-Angoon,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,288.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02105,58.717908328,-137.1866487
2019,AK,Juneau,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,329.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02110,58.463936686,-134.1669508
2019,AK,Kenai Peninsula,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,333,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02122,60.193262972,-150.2807443
2019,AK,Ketchikan Gateway,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,356.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02130,55.621720661,-130.7595837
2019,AK,Kodiak Island,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,345.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02150,57.715764645,-153.8367593
2019,AK,Kusilvak,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,95.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02158,62.159507006,-163.3489828
2019,AK,Lake and Peninsula,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,379.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02164,58.65264198,-156.1838384
2019,AK,Matanuska-Susitna,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,274.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02170,62.316474745,-149.5987212
2019,AK,Nome,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,551.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02180,64.903977039,-163.9462296
2019,AK,North Slope,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,440.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02185,69.309529075,-153.3965423
2019,AK,Northwest Arctic,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,475,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02188,67.065076558,-159.7268825
2019,AK,Petersburg,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Overall,T2,02195,56.835797242,-133.229917
2019,AK,Prince of Wales-Hyder,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,354.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02198,55.612913536,-132.7928046
2019,AK,Sitka,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,201.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02220,57.236874416,-135.2842908
2019,AK,Skagway,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Overall,T2,02230,59.560902403,-135.3326813
2019,AK,Southeast Fairbanks,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,345.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02240,63.867730698,-143.2216055
2019,AK,Valdez-Cordova,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,327.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02261,61.535209309,-144.3399175
2019,AK,Wrangell,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,336.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02275,56.386247972,-131.7746929
2019,AK,Yakutat,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Overall,T2,02282,59.488147271,-138.6492854
2019,AK,Yukon-Koyukuk,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,328.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,02290,65.503126799,-151.4114639
2019,AK,Aleutians East,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Overall,T2,02013,55.442393334,-161.9599296
2019,AK,Aleutians West,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Overall,T2,02016,53.648343064,-166.9175329
2019,AK,Anchorage,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,190.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02020,61.159144533,-149.1045591
2019,AK,Bethel,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,203.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02050,60.923647647,-159.7532618
2019,AK,Bristol Bay,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Overall,T2,02060,58.753495988,-156.694662
2019,AK,Denali,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,166.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02068,63.67881971,-149.9608012
2019,AK,Dillingham,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,247.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02070,59.803703891,-158.1813501
2019,AK,Fairbanks North Star,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,223,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02090,64.809319444,-146.5842931
2019,AK,Haines,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,136.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02100,59.141478853,-135.5151943
2019,AK,Hoonah-Angoon,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,135.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02105,58.717908328,-137.1866487
2019,AK,Juneau,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,140.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02110,58.463936686,-134.1669508
2019,AK,Kenai Peninsula,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,189.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02122,60.193262972,-150.2807443
2019,AK,Ketchikan Gateway,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,193.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02130,55.621720661,-130.7595837
2019,AK,Kodiak Island,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,187.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02150,57.715764645,-153.8367593
2019,AK,Kusilvak,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,99.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02158,62.159507006,-163.3489828
2019,AK,Lake and Peninsula,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,202.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02164,58.65264198,-156.1838384
2019,AK,Matanuska-Susitna,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,183.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02170,62.316474745,-149.5987212
2019,AK,Nome,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,295.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02180,64.903977039,-163.9462296
2019,AK,North Slope,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,164.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02185,69.309529075,-153.3965423
2019,AK,Northwest Arctic,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,292.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02188,67.065076558,-159.7268825
2019,AK,Petersburg,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Overall,T2,02195,56.835797242,-133.229917
2019,AK,Prince of Wales-Hyder,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,203,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02198,55.612913536,-132.7928046
2019,AK,Sitka,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,99.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02220,57.236874416,-135.2842908
2019,AK,Skagway,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Overall,T2,02230,59.560902403,-135.3326813
2019,AK,Southeast Fairbanks,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,200.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02240,63.867730698,-143.2216055
2019,AK,Valdez-Cordova,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,192,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02261,61.535209309,-144.3399175
2019,AK,Wrangell,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,197.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02275,56.386247972,-131.7746929
2019,AK,Yakutat,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Overall,T2,02282,59.488147271,-138.6492854
2019,AK,Yukon-Koyukuk,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,205.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,02290,65.503126799,-151.4114639
2019,AK,Aleutians East,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,White,T2,02013,55.442393334,-161.9599296
2019,AK,Aleutians West,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,White,T2,02016,53.648343064,-166.9175329
2019,AK,Anchorage,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,235.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,02020,61.159144533,-149.1045591
2019,AK,Bethel,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,234.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,02050,60.923647647,-159.7532618
2019,AK,Bristol Bay,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,White,T2,02060,58.753495988,-156.694662
2019,AK,Denali,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,221.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,02068,63.67881971,-149.9608012
2019,AK,Dillingham,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,White,T2,02070,59.803703891,-158.1813501
2019,AK,Fairbanks North Star,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,272.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,02090,64.809319444,-146.5842931
2019,AK,Haines,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,204.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,02100,59.141478853,-135.5151943
